t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,0.127756,0.097968,-0.402032,0.597968,noise,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
2,1.079467,0.327818,-0.172182,0.827818,informed,buy_from_mm,0.827818,-1,0.827818,-0.251649,0.010000,-0.261649
3,1.360997,2.641838,2.141838,3.141838,noise,sell_to_mm,2.141838,0,-1.314020,-1.314020,0.000000,-1.314020
4,1.898387,2.679060,2.179060,3.179060,informed,sell_to_mm,2.179060,1,-3.493080,-1.594693,0.010000,-1.604693
5,0.384187,1.574938,1.074938,2.074938,informed,sell_to_mm,1.074938,2,-4.568018,-3.799644,0.040000,-3.839644
6,0.868328,0.031758,-0.468242,0.531758,noise,sell_to_mm,-0.468242,3,-4.099776,-1.494793,0.090000,-1.584793
7,1.750011,2.043687,1.543687,2.543687,noise,none,0.000000,3,-4.099776,1.150259,0.090000,1.060259
8,1.685985,0.158741,-0.341259,0.658741,noise,buy_from_mm,0.658741,2,-3.441034,-0.069064,0.040000,-0.109064
9,0.827241,0.633424,0.133424,1.133424,informed,none,0.000000,2,-3.441034,-1.786551,0.040000,-1.826551
10,1.739108,2.306508,1.806508,2.806508,informed,sell_to_mm,1.806508,3,-5.247542,-0.030217,0.090000,-0.120217
11,1.864843,0.668356,0.168356,1.168356,noise,none,0.000000,3,-5.247542,0.346987,0.090000,0.256987
12,0.461748,-0.274834,-0.774834,0.225166,noise,sell_to_mm,-0.774834,4,-4.472708,-2.625715,0.160000,-2.785715
13,0.593113,-0.142599,-0.642599,0.357401,informed,buy_from_mm,0.357401,3,-4.115307,-2.335967,0.090000,-2.425967
14,-0.652627,-0.310941,-0.810941,0.189059,informed,none,0.000000,3,-4.115307,-6.073187,0.090000,-6.163187
15,-0.672229,-0.408554,-0.908554,0.091446,informed,none,0.000000,3,-4.115307,-6.131993,0.090000,-6.221993
16,-0.793415,-0.691705,-1.191705,-0.191705,noise,sell_to_mm,-1.191705,4,-2.923602,-6.097260,0.160000,-6.257260
17,0.643588,-0.553589,-1.053589,-0.053589,noise,sell_to_mm,-1.053589,5,-1.870013,1.347926,0.250000,1.097926
18,2.057512,3.134185,2.634185,3.634185,noise,none,0.000000,5,-1.870013,8.417544,0.250000,8.167544
19,1.516992,1.938256,1.438256,2.438256,informed,none,0.000000,5,-1.870013,5.714949,0.250000,5.464949
20,1.340458,3.975905,3.475905,4.475905,noise,none,0.000000,5,-1.870013,4.832278,0.250000,4.582278
