t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,1.373740,1.003673,0.003673,2.003673,noise,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
2,2.669568,1.859013,0.859013,2.859013,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
3,2.484477,2.918386,1.918386,3.918386,noise,sell_to_mm,1.918386,1,-1.918386,0.566091,0.010000,0.556091
4,2.897494,2.705775,1.705775,3.705775,informed,none,0.000000,1,-1.918386,0.979108,0.010000,0.969108
5,1.121479,1.150129,0.150129,2.150129,informed,none,0.000000,1,-1.918386,-0.796907,0.010000,-0.806907
6,-0.087964,0.169376,-0.830624,1.169376,noise,none,0.000000,1,-1.918386,-2.006350,0.010000,-2.016350
7,0.374475,0.457957,-0.542043,1.457957,informed,none,0.000000,1,-1.918386,-1.543911,0.010000,-1.553911
8,1.311080,1.887605,0.887605,2.887605,noise,none,0.000000,1,-1.918386,-0.607306,0.010000,-0.617306
9,2.893536,3.359154,2.359154,4.359154,noise,none,0.000000,1,-1.918386,0.975150,0.010000,0.965150
10,1.714935,2.741970,1.741970,3.741970,noise,none,0.000000,1,-1.918386,-0.203451,0.010000,-0.213451
11,0.899954,0.619620,-0.380380,1.619620,noise,none,0.000000,1,-1.918386,-1.018432,0.010000,-1.028432
12,0.838852,0.569322,-0.430678,1.569322,noise,sell_to_mm,-0.430678,2,-1.487708,0.189996,0.040000,0.149996
13,-0.433682,-0.756388,-1.756388,0.243612,informed,none,0.000000,2,-1.487708,-2.355072,0.040000,-2.395072
14,1.630488,0.751133,-0.248867,1.751133,noise,none,0.000000,2,-1.487708,1.773268,0.040000,1.733268
15,0.814412,1.393210,0.393210,2.393210,noise,none,0.000000,2,-1.487708,0.141117,0.040000,0.101117
16,0.688982,-0.026585,-1.026585,0.973415,noise,none,0.000000,2,-1.487708,-0.109743,0.040000,-0.149743
17,-0.350540,-0.722821,-1.722821,0.277179,noise,none,0.000000,2,-1.487708,-2.188788,0.040000,-2.228788
18,0.440912,0.859933,-0.140067,1.859933,informed,none,0.000000,2,-1.487708,-0.605884,0.040000,-0.645884
19,0.030521,-0.475925,-1.475925,0.524075,informed,none,0.000000,2,-1.487708,-1.426665,0.040000,-1.466665
20,-0.979082,-0.882154,-1.882154,0.117846,informed,none,0.000000,2,-1.487708,-3.445871,0.040000,-3.485871
21,-3.541081,-3.436980,-4.436980,-2.436980,noise,none,0.000000,2,-1.487708,-8.569870,0.040000,-8.609870
22,-3.715499,-4.763965,-5.763965,-3.763965,informed,buy_from_mm,-3.763965,1,-5.251673,-8.967171,0.010000,-8.977171
23,-3.514805,-3.083915,-4.083915,-2.083915,informed,none,0.000000,1,-5.251673,-8.766478,0.010000,-8.776478
24,-4.528976,-3.879357,-4.879357,-2.879357,noise,none,0.000000,1,-5.251673,-9.780648,0.010000,-9.790648
25,-3.043296,-3.814776,-4.814776,-2.814776,noise,buy_from_mm,-2.814776,0,-8.066448,-8.066448,0.000000,-8.066448
26,-4.146316,-3.922779,-4.922779,-2.922779,noise,none,0.000000,0,-8.066448,-8.066448,0.000000,-8.066448
27,-3.936373,-3.520741,-4.520741,-2.520741,informed,none,0.000000,0,-8.066448,-8.066448,0.000000,-8.066448
28,-4.123060,-3.500235,-4.500235,-2.500235,noise,none,0.000000,0,-8.066448,-8.066448,0.000000,-8.066448
