t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,-0.635313,0.459291,-0.540709,1.459291,noise,buy_from_mm,1.459291,-1,1.459291,2.094605,0.010000,2.084605
2,-1.542499,-1.650319,-2.650319,-0.650319,noise,buy_from_mm,-0.650319,-2,0.808972,3.893970,0.040000,3.853970
3,-0.652111,3.137100,2.137100,4.137100,noise,none,0.000000,-2,0.808972,2.113193,0.040000,2.073193
4,-0.077890,1.358870,0.358870,2.358870,noise,none,0.000000,-2,0.808972,0.964751,0.040000,0.924751
5,1.422275,0.302992,-0.697008,1.302992,noise,none,0.000000,-2,0.808972,-2.035578,0.040000,-2.075578
6,1.162489,-0.998288,-1.998288,0.001712,informed,buy_from_mm,0.001712,-3,0.810684,-2.676782,0.090000,-2.766782
7,2.198015,2.848847,1.848847,3.848847,noise,none,0.000000,-3,0.810684,-5.783362,0.090000,-5.873362
8,2.274029,2.721619,1.721619,3.721619,noise,sell_to_mm,1.721619,-2,-0.910935,-5.458992,0.040000,-5.498992
9,1.591044,2.164969,1.164969,3.164969,informed,none,0.000000,-2,-0.910935,-4.093022,0.040000,-4.133022
10,2.142696,3.272904,2.272904,4.272904,noise,none,0.000000,-2,-0.910935,-5.196326,0.040000,-5.236326
11,2.572987,2.217658,1.217658,3.217658,noise,none,0.000000,-2,-0.910935,-6.056908,0.040000,-6.096908
12,1.874603,-1.508822,-2.508822,-0.508822,noise,none,0.000000,-2,-0.910935,-4.660141,0.040000,-4.700141
13,0.515096,1.537071,0.537071,2.537071,informed,sell_to_mm,0.537071,-1,-1.448006,-1.963102,0.010000,-1.973102
14,-2.199169,-0.982178,-1.982178,0.017822,informed,sell_to_mm,-1.982178,0,0.534172,0.534172,0.000000,0.534172
15,-2.873414,-0.808856,-1.808856,0.191144,informed,sell_to_mm,-1.808856,1,2.343029,-0.530386,0.010000,-0.540386
16,-4.188069,-4.083862,-5.083862,-3.083862,informed,none,0.000000,1,2.343029,-1.845040,0.010000,-1.855040
17,-6.409053,-4.082458,-5.082458,-3.082458,noise,none,0.000000,1,2.343029,-4.066025,0.010000,-4.076025
18,-5.561729,-2.728478,-3.728478,-1.728478,noise,none,0.000000,1,2.343029,-3.218700,0.010000,-3.228700
19,-5.841086,-5.178271,-6.178271,-4.178271,informed,none,0.000000,1,2.343029,-3.498057,0.010000,-3.508057
20,-4.269927,-3.017383,-4.017383,-2.017383,informed,sell_to_mm,-4.017383,2,6.360411,-2.179443,0.040000,-2.219443
21,-4.571334,-4.112133,-5.112133,-3.112133,informed,none,0.000000,2,6.360411,-2.782256,0.040000,-2.822256
22,-5.557345,-6.572898,-7.572898,-5.572898,noise,none,0.000000,2,6.360411,-4.754279,0.040000,-4.794279
23,-6.050380,-5.803395,-6.803395,-4.803395,noise,none,0.000000,2,6.360411,-5.740349,0.040000,-5.780349
24,-5.320051,-6.628756,-7.628756,-5.628756,informed,buy_from_mm,-5.628756,1,0.731655,-4.588396,0.010000,-4.598396
25,-5.206701,-7.225657,-8.225657,-6.225657,noise,none,0.000000,1,0.731655,-4.475046,0.010000,-4.485046
26,-4.261970,0.494344,-0.505656,1.494344,noise,none,0.000000,1,0.731655,-3.530315,0.010000,-3.540315
27,-3.853995,-5.565590,-6.565590,-4.565590,noise,none,0.000000,1,0.731655,-3.122340,0.010000,-3.132340
28,-4.026759,-5.603963,-6.603963,-4.603963,noise,sell_to_mm,-6.603963,2,7.335618,-0.717899,0.040000,-0.757899
29,-6.192975,-7.318818,-8.318818,-6.318818,noise,buy_from_mm,-6.318818,1,1.016800,-5.176175,0.010000,-5.186175
30,-6.623814,-5.452387,-6.452387,-4.452387,informed,sell_to_mm,-6.452387,2,7.469187,-5.778442,0.040000,-5.818442
31,-6.197847,-3.500487,-4.500487,-2.500487,noise,none,0.000000,2,7.469187,-4.926507,0.040000,-4.966507
32,-5.275817,-3.278087,-4.278087,-2.278087,noise,none,0.000000,2,7.469187,-3.082447,0.040000,-3.122447
33,-7.343368,-8.621825,-9.621825,-7.621825,noise,none,0.000000,2,7.469187,-7.217548,0.040000,-7.257548
34,-6.573926,-7.765711,-8.765711,-6.765711,noise,none,0.000000,2,7.469187,-5.678665,0.040000,-5.718665
35,-6.989750,-8.058091,-9.058091,-7.058091,noise,none,0.000000,2,7.469187,-6.510313,0.040000,-6.550313
36,-6.323744,-6.579853,-7.579853,-5.579853,informed,none,0.000000,2,7.469187,-5.178301,0.040000,-5.218301
37,-4.720554,-5.715617,-6.715617,-4.715617,noise,none,0.000000,2,7.469187,-1.971920,0.040000,-2.011920
38,-3.235272,-3.611507,-4.611507,-2.611507,informed,none,0.000000,2,7.469187,0.998644,0.040000,0.958644
39,-3.183214,-4.937383,-5.937383,-3.937383,noise,none,0.000000,2,7.469187,1.102759,0.040000,1.062759
40,-4.291438,-7.393319,-8.393319,-6.393319,informed,buy_from_mm,-6.393319,1,1.075868,-3.215570,0.010000,-3.225570
