t,true_value,signal,bid,ask,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
46,-0.761162,-3.148167,-4.138167,-2.138167,buy_from_mm,-2.138167,-2,-54.611168,-53.088844,0.040000,-53.128844
47,-1.263749,-4.557231,-5.537231,-3.537231,none,0.000000,-2,-54.611168,-52.083669,0.040000,-52.123669
48,-0.151737,5.219043,4.239043,6.239043,none,0.000000,-2,-54.611168,-54.307694,0.040000,-54.347694
49,-1.111144,-1.150296,-2.130296,-0.130296,none,0.000000,-2,-54.611168,-52.388879,0.040000,-52.428879
50,-1.427445,-7.259806,-8.239806,-6.239806,none,0.000000,-2,-54.611168,-51.756277,0.040000,-51.796277
51,-1.149593,-0.711003,-1.691003,0.308997,none,0.000000,-2,-54.611168,-52.311981,0.040000,-52.351981
52,-1.132915,9.223912,8.243912,10.243912,none,0.000000,-2,-54.611168,-52.345339,0.040000,-52.385339
53,-1.324979,-7.190340,-8.170340,-6.170340,buy_from_mm,-6.170340,-3,-60.781508,-56.806569,0.090000,-56.896569
54,0.802195,3.312015,2.342015,4.342015,buy_from_mm,4.342015,-4,-56.439492,-59.648271,0.160000,-59.808271
55,2.238719,1.471212,0.511212,2.511212,none,0.000000,-4,-56.439492,-65.394370,0.160000,-65.554370
56,2.325884,-0.929735,-1.889735,0.110265,none,0.000000,-4,-56.439492,-65.743029,0.160000,-65.903029
57,2.538355,4.187599,3.227599,5.227599,sell_to_mm,3.227599,-3,-59.667092,-67.282157,0.090000,-67.372157
58,3.744739,2.037016,1.067016,3.067016,buy_from_mm,3.067016,-4,-56.600076,-71.579030,0.160000,-71.739030
59,0.793649,-0.470696,-1.430696,0.569304,none,0.000000,-4,-56.600076,-59.774672,0.160000,-59.934672
60,0.562733,8.889407,7.929407,9.929407,none,0.000000,-4,-56.600076,-58.851009,0.160000,-59.011009
61,-1.997315,-0.822150,-1.782150,0.217850,buy_from_mm,0.217850,-5,-56.382226,-46.395651,0.250000,-46.645651
62,-1.256662,-0.548284,-1.498284,0.501716,none,0.000000,-5,-56.382226,-50.098915,0.250000,-50.348915
63,-1.336186,-4.370922,-5.320922,-3.320922,none,0.000000,-5,-56.382226,-49.701296,0.250000,-49.951296
64,0.444186,-1.936098,-2.886098,-0.886098,none,0.000000,-5,-56.382226,-58.603158,0.250000,-58.853158
65,-0.026421,-0.730447,-1.680447,0.319553,none,0.000000,-5,-56.382226,-56.250120,0.250000,-56.500120
66,-0.182593,3.848772,2.898772,4.898772,sell_to_mm,2.898772,-4,-59.280998,-58.550627,0.160000,-58.710627
67,1.403336,0.803049,-0.156951,1.843049,sell_to_mm,-0.156951,-3,-59.124046,-63.334054,0.090000,-63.424054
68,2.616986,1.254810,0.284810,2.284810,none,0.000000,-3,-59.124046,-66.975005,0.090000,-67.065005
69,4.160998,2.783232,1.813232,3.813232,none,0.000000,-3,-59.124046,-71.607041,0.090000,-71.697041
70,3.990917,4.722704,3.752704,5.752704,none,0.000000,-3,-59.124046,-71.096796,0.090000,-71.186796
71,3.788593,13.162160,12.192160,14.192160,none,0.000000,-3,-59.124046,-70.489826,0.090000,-70.579826
72,3.225694,5.768391,4.798391,6.798391,sell_to_mm,4.798391,-2,-63.922438,-70.373826,0.040000,-70.413826
73,4.873986,8.100610,7.120610,9.120610,none,0.000000,-2,-63.922438,-73.670411,0.040000,-73.710411
74,6.299450,3.522788,2.542788,4.542788,buy_from_mm,4.542788,-3,-59.379650,-78.278000,0.090000,-78.368000
75,6.372950,7.630455,6.660455,8.660455,sell_to_mm,6.660455,-2,-66.040105,-78.786005,0.040000,-78.826005
76,5.696514,5.165708,4.185708,6.185708,none,0.000000,-2,-66.040105,-77.433133,0.040000,-77.473133
77,4.987829,1.916197,0.936197,2.936197,none,0.000000,-2,-66.040105,-76.015764,0.040000,-76.055764
78,5.790298,8.595287,7.615287,9.615287,none,0.000000,-2,-66.040105,-77.620701,0.040000,-77.660701
79,4.124643,6.865641,5.885641,7.885641,none,0.000000,-2,-66.040105,-74.289390,0.040000,-74.329390
80,3.504569,-2.671543,-3.651543,-1.651543,none,0.000000,-2,-66.040105,-73.049243,0.040000,-73.089243
81,3.769679,7.170142,6.190142,8.190142,none,0.000000,-2,-66.040105,-73.579463,0.040000,-73.619463
82,2.334906,3.589303,2.609303,4.609303,none,0.000000,-2,-66.040105,-70.709918,0.040000,-70.749918
83,2.306038,-1.510810,-2.490810,-0.490810,none,0.000000,-2,-66.040105,-70.652180,0.040000,-70.692180
84,1.997822,4.501225,3.521225,5.521225,sell_to_mm,3.521225,-1,-69.561330,-71.559152,0.010000,-71.569152
85,3.161604,1.922021,0.932021,2.932021,buy_from_mm,2.932021,-2,-66.629309,-72.952516,0.040000,-72.992516
86,3.270994,7.004795,6.024795,8.024795,sell_to_mm,6.024795,-1,-72.654104,-75.925097,0.010000,-75.935097
87,4.385205,8.067468,7.077468,9.077468,none,0.000000,-1,-72.654104,-77.039309,0.010000,-77.049309
88,3.529564,-1.503647,-2.493647,-0.493647,none,0.000000,-1,-72.654104,-76.183667,0.010000,-76.193667
89,4.407712,6.611287,5.621287,7.621287,none,0.000000,-1,-72.654104,-77.061816,0.010000,-77.071816
90,6.105890,9.915533,8.925533,10.925533,none,0.000000,-1,-72.654104,-78.759993,0.010000,-78.769993
91,6.221767,1.947292,0.957292,2.957292,none,0.000000,-1,-72.654104,-78.875870,0.010000,-78.885870
92,7.462367,10.534204,9.544204,11.544204,sell_to_mm,9.544204,0,-82.198307,-82.198307,0.000000,-82.198307
93,6.442540,4.453801,3.453801,5.453801,none,0.000000,0,-82.198307,-82.198307,0.000000,-82.198307
94,4.323420,4.404848,3.404848,5.404848,none,0.000000,0,-82.198307,-82.198307,0.000000,-82.198307
95,7.114807,2.669901,1.669901,3.669901,none,0.000000,0,-82.198307,-82.198307,0.000000,-82.198307
96,5.810526,4.011393,3.011393,5.011393,buy_from_mm,5.011393,-1,-77.186915,-82.997441,0.010000,-83.007441
97,7.380764,0.919226,-0.070774,1.929226,none,0.000000,-1,-77.186915,-84.567679,0.010000,-84.577679
98,8.289739,7.577203,6.587203,8.587203,none,0.000000,-1,-77.186915,-85.476654,0.010000,-85.486654
99,9.187696,14.382294,13.392294,15.392294,none,0.000000,-1,-77.186915,-86.374611,0.010000,-86.384611
100,9.980880,10.975937,9.985937,11.985937,none,0.000000,-1,-77.186915,-87.167794,0.010000,-87.177794
101,8.955574,11.749210,10.759210,12.759210,none,0.000000,-1,-77.186915,-86.142489,0.010000,-86.152489
102,9.726706,11.794334,10.804334,12.804334,sell_to_mm,10.804334,0,-87.991249,-87.991249,0.000000,-87.991249
103,8.671822,7.136824,6.136824,8.136824,buy_from_mm,8.136824,-1,-79.854425,-88.526247,0.010000,-88.536247
104,8.828600,3.255633,2.265633,4.265633,buy_from_mm,4.265633,-2,-75.588792,-93.245991,0.040000,-93.285991
105,9.532755,10.378267,9.398267,11.398267,none,0.000000,-2,-75.588792,-94.654302,0.040000,-94.694302
106,10.470657,7.216015,6.236015,8.236015,none,0.000000,-2,-75.588792,-96.530106,0.040000,-96.570106
107,10.132525,14.475256,13.495256,15.495256,sell_to_mm,13.495256,-1,-89.084047,-99.216572,0.010000,-99.226572
108,10.559389,17.829256,16.839256,18.839256,sell_to_mm,16.839256,0,-105.923303,-105.923303,0.000000,-105.923303
109,11.072360,9.733627,8.733627,10.733627,buy_from_mm,10.733627,-1,-95.189676,-106.262037,0.010000,-106.272037
110,12.148989,5.316380,4.326380,6.326380,none,0.000000,-1,-95.189676,-107.338666,0.010000,-107.348666
111,11.926912,3.627326,2.637326,4.637326,none,0.000000,-1,-95.189676,-107.116589,0.010000,-107.126589
112,9.955151,14.250379,13.260379,15.260379,buy_from_mm,15.260379,-2,-79.929297,-99.839599,0.040000,-99.879599
113,8.779442,5.362789,4.382789,6.382789,sell_to_mm,4.382789,-1,-84.312086,-93.091528,0.010000,-93.101528
114,8.013354,2.938664,1.948664,3.948664,none,0.000000,-1,-84.312086,-92.325440,0.010000,-92.335440
115,8.047405,7.829132,6.839132,8.839132,none,0.000000,-1,-84.312086,-92.359491,0.010000,-92.369491
116,7.714583,7.994011,7.004011,9.004011,none,0.000000,-1,-84.312086,-92.026669,0.010000,-92.036669
117,8.314385,11.562567,10.572567,12.572567,sell_to_mm,10.572567,0,-94.884653,-94.884653,0.000000,-94.884653
118,8.960373,2.095057,1.095057,3.095057,none,0.000000,0,-94.884653,-94.884653,0.000000,-94.884653
119,9.687869,11.552574,10.552574,12.552574,none,0.000000,0,-94.884653,-94.884653,0.000000,-94.884653
120,9.245236,6.232316,5.232316,7.232316,buy_from_mm,7.232316,-1,-87.652337,-96.897573,0.010000,-96.907573
121,9.859411,15.387582,14.397582,16.397582,none,0.000000,-1,-87.652337,-97.511747,0.010000,-97.521747
122,8.985943,7.582150,6.592150,8.592150,buy_from_mm,8.592150,-2,-79.060187,-97.032073,0.040000,-97.072073
123,7.715815,14.242346,13.262346,15.262346,none,0.000000,-2,-79.060187,-94.491817,0.040000,-94.531817
124,6.252448,4.498656,3.518656,5.518656,sell_to_mm,3.518656,-1,-82.578843,-88.831291,0.010000,-88.841291
125,8.256215,3.731988,2.741988,4.741988,buy_from_mm,4.741988,-2,-77.836855,-94.349286,0.040000,-94.389286
126,9.086702,10.033292,9.053292,11.053292,none,0.000000,-2,-77.836855,-96.010259,0.040000,-96.050259
127,9.583040,12.576018,11.596018,13.596018,none,0.000000,-2,-77.836855,-97.002934,0.040000,-97.042934
128,11.696054,9.162146,8.182146,10.182146,none,0.000000,-2,-77.836855,-101.228964,0.040000,-101.268964
129,12.530869,10.494041,9.514041,11.514041,none,0.000000,-2,-77.836855,-102.898592,0.040000,-102.938592
130,13.316559,14.062851,13.082851,15.082851,none,0.000000,-2,-77.836855,-104.469973,0.040000,-104.509973
131,12.893589,20.655573,19.675573,21.675573,none,0.000000,-2,-77.836855,-103.624033,0.040000,-103.664033
132,13.943944,12.290783,11.310783,13.310783,none,0.000000,-2,-77.836855,-105.724743,0.040000,-105.764743
133,14.802946,15.617480,14.637480,16.637480,none,0.000000,-2,-77.836855,-107.442747,0.040000,-107.482747
134,15.217033,19.201293,18.221293,20.221293,sell_to_mm,18.221293,-1,-96.058148,-111.275181,0.010000,-111.285181
135,15.194802,14.617877,13.627877,15.627877,none,0.000000,-1,-96.058148,-111.252950,0.010000,-111.262950
136,16.354038,13.192235,12.202235,14.202235,buy_from_mm,14.202235,-2,-81.855914,-114.563990,0.040000,-114.603990
137,16.914491,9.154617,8.174617,10.174617,buy_from_mm,10.174617,-3,-71.681296,-122.424768,0.090000,-122.514768
138,16.444764,13.855756,12.885756,14.885756,none,0.000000,-3,-71.681296,-121.015587,0.090000,-121.105587
139,17.207116,18.222597,17.252597,19.252597,none,0.000000,-3,-71.681296,-123.302643,0.090000,-123.392643
140,17.647145,20.423889,19.453889,21.453889,none,0.000000,-3,-71.681296,-124.622732,0.090000,-124.712732
141,18.347420,18.024327,17.054327,19.054327,none,0.000000,-3,-71.681296,-126.723556,0.090000,-126.813556
142,18.946781,23.892858,22.922858,24.922858,none,0.000000,-3,-71.681296,-128.521640,0.090000,-128.611640
143,18.837579,23.328198,22.358198,24.358198,sell_to_mm,22.358198,-2,-94.039494,-131.714652,0.040000,-131.754652
144,18.900674,15.741316,14.761316,16.761316,none,0.000000,-2,-94.039494,-131.840842,0.040000,-131.880842
145,19.805772,19.835300,18.855300,20.855300,none,0.000000,-2,-94.039494,-133.651038,0.040000,-133.691038
146,19.880554,26.944722,25.964722,27.964722,none,0.000000,-2,-94.039494,-133.800602,0.040000,-133.840602
147,18.661012,20.336639,19.356639,21.356639,sell_to_mm,19.356639,-1,-113.396133,-132.057145,0.010000,-132.067145
148,19.693901,16.856685,15.866685,17.866685,none,0.000000,-1,-113.396133,-133.090033,0.010000,-133.100033
149,21.210758,20.365494,19.375494,21.375494,none,0.000000,-1,-113.396133,-134.606891,0.010000,-134.616891
150,20.932885,24.639151,23.649151,25.649151,none,0.000000,-1,-113.396133,-134.329017,0.010000,-134.339017
151,18.486839,17.752248,16.762248,18.762248,none,0.000000,-1,-113.396133,-131.882971,0.010000,-131.892971
152,18.955026,19.537576,18.547576,20.547576,none,0.000000,-1,-113.396133,-132.351159,0.010000,-132.361159
153,16.256081,20.890301,19.900301,21.900301,none,0.000000,-1,-113.396133,-129.652213,0.010000,-129.662213
154,17.581230,8.667314,7.677314,9.677314,buy_from_mm,9.677314,-2,-103.718818,-138.881279,0.040000,-138.921279
155,17.642339,10.741611,9.761611,11.761611,buy_from_mm,11.761611,-3,-91.957207,-144.884223,0.090000,-144.974223
156,16.541641,13.350273,12.380273,14.380273,buy_from_mm,14.380273,-4,-77.576934,-143.743498,0.160000,-143.903498
157,17.587445,29.744034,28.784034,30.784034,none,0.000000,-4,-77.576934,-147.926715,0.160000,-148.086715
158,16.760026,6.705963,5.745963,7.745963,buy_from_mm,7.745963,-5,-69.830971,-153.631103,0.250000,-153.881103
159,15.627475,9.719415,8.769415,10.769415,sell_to_mm,8.769415,-4,-78.600386,-141.110287,0.160000,-141.270287
160,13.304840,20.900110,19.940110,21.940110,sell_to_mm,19.940110,-3,-98.540496,-138.455015,0.090000,-138.545015
161,14.450190,15.719439,14.749439,16.749439,none,0.000000,-3,-98.540496,-141.891066,0.090000,-141.981066
162,14.340396,14.617129,13.647129,15.647129,none,0.000000,-3,-98.540496,-141.561685,0.090000,-141.651685
163,13.487628,16.815665,15.845665,17.845665,sell_to_mm,15.845665,-2,-114.386161,-141.361417,0.040000,-141.401417
164,13.017397,13.832571,12.852571,14.852571,none,0.000000,-2,-114.386161,-140.420956,0.040000,-140.460956
165,14.713083,19.257252,18.277252,20.277252,sell_to_mm,18.277252,-1,-132.663413,-147.376496,0.010000,-147.386496
166,15.700361,18.419333,17.429333,19.429333,buy_from_mm,19.429333,-2,-113.234080,-144.634801,0.040000,-144.674801
167,16.248778,18.307933,17.327933,19.327933,sell_to_mm,17.327933,-1,-130.562012,-146.810790,0.010000,-146.820790
168,18.171431,15.979491,14.989491,16.989491,sell_to_mm,14.989491,0,-145.551503,-145.551503,0.000000,-145.551503
169,19.091919,23.052506,22.052506,24.052506,sell_to_mm,22.052506,1,-167.604008,-148.512089,0.010000,-148.522089
170,19.210917,26.986110,25.976110,27.976110,none,0.000000,1,-167.604008,-148.393091,0.010000,-148.403091
171,19.212233,23.254430,22.244430,24.244430,sell_to_mm,22.244430,2,-189.848438,-151.423972,0.040000,-151.463972
172,20.532450,22.381203,21.361203,23.361203,sell_to_mm,21.361203,3,-211.209641,-149.612292,0.090000,-149.702292
173,18.707982,21.309984,20.279984,22.279984,none,0.000000,3,-211.209641,-155.085695,0.090000,-155.175695
174,18.107792,15.377986,14.347986,16.347986,none,0.000000,3,-211.209641,-156.886266,0.090000,-156.976266
175,17.786294,11.933813,10.903813,12.903813,buy_from_mm,12.903813,2,-198.305828,-162.733240,0.040000,-162.773240
176,19.775369,18.627001,17.607001,19.607001,none,0.000000,2,-198.305828,-158.755090,0.040000,-158.795090
177,18.359324,14.941200,13.921200,15.921200,buy_from_mm,15.921200,1,-182.384628,-164.025304,0.010000,-164.035304
178,18.034045,17.589066,16.579066,18.579066,sell_to_mm,16.579066,2,-198.963693,-162.895603,0.040000,-162.935603
179,15.901804,16.604852,15.584852,17.584852,sell_to_mm,15.584852,3,-214.548546,-166.843134,0.090000,-166.933134
180,14.289076,13.642688,12.612688,14.612688,none,0.000000,3,-214.548546,-171.681317,0.090000,-171.771317
181,14.212108,11.026230,9.996230,11.996230,buy_from_mm,11.996230,2,-202.552316,-174.128100,0.040000,-174.168100
182,15.039687,16.276912,15.256912,17.256912,sell_to_mm,15.256912,3,-217.809228,-172.690168,0.090000,-172.780168
183,15.581081,10.993815,9.963815,11.963815,none,0.000000,3,-217.809228,-171.065985,0.090000,-171.155985
184,14.322636,22.326277,21.296277,23.296277,sell_to_mm,21.296277,4,-239.105505,-181.814961,0.160000,-181.974961
185,14.084353,18.650471,17.610471,19.610471,none,0.000000,4,-239.105505,-182.768092,0.160000,-182.928092
186,14.545471,19.799715,18.759715,20.759715,none,0.000000,4,-239.105505,-180.923622,0.160000,-181.083622
187,14.571991,23.176127,22.136127,24.136127,sell_to_mm,22.136127,5,-261.241632,-188.381677,0.250000,-188.631677
188,13.817770,8.911869,7.861869,9.861869,buy_from_mm,9.861869,4,-251.379764,-196.108683,0.160000,-196.268683
189,13.303883,10.868958,9.828958,11.828958,none,0.000000,4,-251.379764,-198.164231,0.160000,-198.324231
190,13.029424,11.612587,10.572587,12.572587,none,0.000000,4,-251.379764,-199.262066,0.160000,-199.422066
191,12.726067,16.285445,15.245445,17.245445,sell_to_mm,15.245445,5,-266.625208,-202.994872,0.250000,-203.244872
192,13.526694,19.702372,18.652372,20.652372,sell_to_mm,18.652372,6,-285.277580,-204.117418,0.360000,-204.477418
193,12.958394,14.688142,13.628142,15.628142,sell_to_mm,13.628142,7,-298.905722,-208.196965,0.490000,-208.686965
194,13.384615,15.026138,13.956138,15.956138,sell_to_mm,13.956138,8,-312.861860,-205.784938,0.640000,-206.424938
195,12.776330,5.438371,4.358371,6.358371,buy_from_mm,6.358371,7,-306.503490,-217.069177,0.490000,-217.559177
196,12.748334,10.590478,9.520478,11.520478,none,0.000000,7,-306.503490,-217.265150,0.490000,-217.755150
197,13.313026,17.234301,16.164301,18.164301,none,0.000000,7,-306.503490,-213.312306,0.490000,-213.802306
198,13.066711,15.330448,14.260448,16.260448,none,0.000000,7,-306.503490,-215.036511,0.490000,-215.526511
199,13.845954,15.527403,14.457403,16.457403,sell_to_mm,14.457403,8,-320.960893,-210.193264,0.640000,-210.833264
200,13.329026,12.699892,11.619892,13.619892,none,0.000000,8,-320.960893,-214.328686,0.640000,-214.968686
201,13.260142,8.406441,7.326441,9.326441,buy_from_mm,9.326441,7,-311.634452,-218.813458,0.490000,-219.303458
202,13.345264,11.026716,9.956716,11.956716,none,0.000000,7,-311.634452,-218.217605,0.490000,-218.707605
203,15.202537,14.994739,13.924739,15.924739,none,0.000000,7,-311.634452,-205.216694,0.490000,-205.706694
204,14.314090,19.195665,18.125665,20.125665,buy_from_mm,20.125665,6,-291.508788,-205.624245,0.360000,-205.984245
205,13.744369,20.905200,19.845200,21.845200,sell_to_mm,19.845200,7,-311.353987,-215.143403,0.490000,-215.633403
206,14.518206,15.153030,14.083030,16.083030,none,0.000000,7,-311.353987,-209.726548,0.490000,-210.216548
207,15.096898,14.349750,13.279750,15.279750,none,0.000000,7,-311.353987,-205.675702,0.490000,-206.165702
208,15.929164,13.379715,12.309715,14.309715,none,0.000000,7,-311.353987,-199.849840,0.490000,-200.339840
209,14.594913,14.076189,13.006189,15.006189,none,0.000000,7,-311.353987,-209.189594,0.490000,-209.679594
210,15.341790,14.106096,13.036096,15.036096,buy_from_mm,15.036096,6,-296.317891,-204.267149,0.360000,-204.627149
211,16.076110,19.930562,18.870562,20.870562,sell_to_mm,18.870562,7,-315.188453,-202.655684,0.490000,-203.145684
212,14.458698,9.009964,7.939964,9.939964,none,0.000000,7,-315.188453,-213.977564,0.490000,-214.467564
213,14.241332,13.922912,12.852912,14.852912,none,0.000000,7,-315.188453,-215.499126,0.490000,-215.989126
214,12.786644,13.335715,12.265715,14.265715,none,0.000000,7,-315.188453,-225.681943,0.490000,-226.171943
215,12.745096,9.550468,8.480468,10.480468,buy_from_mm,10.480468,6,-304.707985,-228.237408,0.360000,-228.597408
216,12.582976,12.621969,11.561969,13.561969,none,0.000000,6,-304.707985,-229.210131,0.360000,-229.570131
217,14.821379,20.639928,19.579928,21.579928,none,0.000000,6,-304.707985,-215.779711,0.360000,-216.139711
218,14.417298,13.517817,12.457817,14.457817,none,0.000000,6,-304.707985,-218.204197,0.360000,-218.564197
219,14.276146,15.273493,14.213493,16.213493,buy_from_mm,16.213493,5,-288.494493,-217.113762,0.250000,-217.363762
220,14.050243,19.074720,18.024720,20.024720,sell_to_mm,18.024720,6,-306.519213,-222.217757,0.360000,-222.577757
221,15.879744,14.141362,13.081362,15.081362,buy_from_mm,15.081362,5,-291.437851,-212.039131,0.250000,-212.289131
222,15.636771,19.642555,18.592555,20.592555,sell_to_mm,18.592555,6,-310.030406,-216.209782,0.360000,-216.569782
223,14.789358,10.500950,9.440950,11.440950,buy_from_mm,11.440950,5,-298.589456,-224.642666,0.250000,-224.892666
224,14.144255,19.726009,18.676009,20.676009,sell_to_mm,18.676009,6,-317.265465,-232.399935,0.360000,-232.759935
225,14.491367,13.155657,12.095657,14.095657,none,0.000000,6,-317.265465,-230.317260,0.360000,-230.677260
226,15.369028,18.305691,17.245691,19.245691,sell_to_mm,17.245691,7,-334.511156,-226.927963,0.490000,-227.417963
227,14.967532,14.877912,13.807912,15.807912,buy_from_mm,15.807912,6,-318.703244,-228.898054,0.360000,-229.258054
228,14.364472,10.285127,9.225127,11.225127,none,0.000000,6,-318.703244,-232.516411,0.360000,-232.876411
229,14.331159,16.378889,15.318889,17.318889,sell_to_mm,15.318889,7,-334.022133,-233.704017,0.490000,-234.194017
230,13.826062,12.799681,11.729681,13.729681,buy_from_mm,13.729681,6,-320.292452,-237.336078,0.360000,-237.696078
231,14.634652,10.131967,9.071967,11.071967,none,0.000000,6,-320.292452,-232.484538,0.360000,-232.844538
232,15.481234,11.080157,10.020157,12.020157,none,0.000000,6,-320.292452,-227.405046,0.360000,-227.765046
233,17.879581,23.778586,22.718586,24.718586,sell_to_mm,22.718586,7,-343.011038,-217.853970,0.490000,-218.343970
234,18.852377,22.797610,21.727610,23.727610,none,0.000000,7,-343.011038,-211.044398,0.490000,-211.534398
235,18.885645,15.036830,13.966830,15.966830,none,0.000000,7,-343.011038,-210.811521,0.490000,-211.301521
236,19.527074,22.475279,21.405279,23.405279,sell_to_mm,21.405279,8,-364.416316,-208.199721,0.640000,-208.839721
237,20.167641,16.454057,15.374057,17.374057,none,0.000000,8,-364.416316,-203.075191,0.640000,-203.715191
238,20.502342,16.081355,15.001355,17.001355,buy_from_mm,17.001355,7,-347.414961,-203.898569,0.490000,-204.388569
239,19.743210,8.946411,7.876411,9.876411,buy_from_mm,9.876411,6,-337.538550,-219.079288,0.360000,-219.439288
