t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,-0.795112,2.762371,-0.237629,5.762371,noise,buy_from_mm,5.762371,-1,5.762371,6.557484,0.010000,6.547484
2,-1.242434,3.227016,0.227016,6.227016,noise,none,0.000000,-1,5.762371,7.004805,0.010000,6.994805
3,-1.656078,-2.351909,-5.351909,0.648091,noise,sell_to_mm,-5.351909,0,11.114280,11.114280,0.000000,11.114280
4,-1.162362,-2.518857,-5.518857,0.481143,noise,none,0.000000,0,11.114280,11.114280,0.000000,11.114280
5,-0.443205,-1.435249,-4.435249,1.564751,noise,none,0.000000,0,11.114280,11.114280,0.000000,11.114280
6,-0.854723,-0.344292,-3.344292,2.655708,noise,none,0.000000,0,11.114280,11.114280,0.000000,11.114280
7,-2.337777,0.337955,-2.662045,3.337955,noise,sell_to_mm,-2.662045,1,13.776325,11.438548,0.010000,11.428548
8,-0.686993,-4.366587,-7.366587,-1.366587,informed,buy_from_mm,-1.366587,0,12.409738,12.409738,0.000000,12.409738
9,-0.111034,-0.621289,-3.621289,2.378711,informed,none,0.000000,0,12.409738,12.409738,0.000000,12.409738
10,2.343489,4.521692,1.521692,7.521692,noise,none,0.000000,0,12.409738,12.409738,0.000000,12.409738
11,2.415514,-2.961818,-5.961818,0.038182,noise,sell_to_mm,-5.961818,1,18.371557,20.787070,0.010000,20.777070
12,1.935692,2.113322,-0.886678,5.113322,informed,none,0.000000,1,18.371557,20.307248,0.010000,20.297248
13,1.913797,-0.681094,-3.681094,2.318906,informed,none,0.000000,1,18.371557,20.285354,0.010000,20.275354
14,0.337804,-1.944372,-4.944372,1.055628,noise,buy_from_mm,1.055628,0,19.427184,19.427184,0.000000,19.427184
15,1.278549,-2.133029,-5.133029,0.866971,noise,sell_to_mm,-5.133029,1,24.560214,25.838762,0.010000,25.828762
16,1.583533,0.022093,-2.977907,3.022093,informed,none,0.000000,1,24.560214,26.143746,0.010000,26.133746
17,1.399163,1.611223,-1.388777,4.611223,informed,none,0.000000,1,24.560214,25.959377,0.010000,25.949377
18,2.336838,6.855791,3.855791,9.855791,noise,none,0.000000,1,24.560214,26.897052,0.010000,26.887052
19,2.485349,1.996763,-1.003237,4.996763,informed,none,0.000000,1,24.560214,27.045563,0.010000,27.035563
20,2.228736,-0.062914,-3.062914,2.937086,noise,sell_to_mm,-3.062914,2,27.623128,32.080601,0.040000,32.040601
21,0.535611,-4.618601,-7.618601,-1.618601,informed,buy_from_mm,-1.618601,1,26.004527,26.540138,0.010000,26.530138
22,0.973637,-0.012115,-3.012115,2.987885,noise,none,0.000000,1,26.004527,26.978164,0.010000,26.968164
23,0.237598,-0.102068,-3.102068,2.897932,noise,none,0.000000,1,26.004527,26.242125,0.010000,26.232125
24,1.549144,7.254801,4.254801,10.254801,informed,sell_to_mm,4.254801,2,21.749726,24.848014,0.040000,24.808014
25,1.300189,-1.728749,-4.728749,1.271251,informed,buy_from_mm,1.271251,1,23.020978,24.321166,0.010000,24.311166
26,-0.700905,-3.068663,-6.068663,-0.068663,informed,none,0.000000,1,23.020978,22.320073,0.010000,22.310073
27,-1.421858,4.380520,1.380520,7.380520,informed,sell_to_mm,1.380520,2,21.640458,18.796741,0.040000,18.756741
28,-1.027563,0.622294,-2.377706,3.622294,noise,none,0.000000,2,21.640458,19.585333,0.040000,19.545333
29,-1.446090,1.519487,-1.480513,4.519487,noise,buy_from_mm,4.519487,1,26.159945,24.713855,0.010000,24.703855
30,-1.395753,-4.014815,-7.014815,-1.014815,noise,none,0.000000,1,26.159945,24.764192,0.010000,24.754192
31,-0.383203,1.317975,-1.682025,4.317975,informed,none,0.000000,1,26.159945,25.776742,0.010000,25.766742
32,-0.476955,-4.893441,-7.893441,-1.893441,noise,none,0.000000,1,26.159945,25.682989,0.010000,25.672989
33,-1.451257,-3.534687,-6.534687,-0.534687,informed,none,0.000000,1,26.159945,24.708688,0.010000,24.698688
34,-4.405356,-6.976726,-9.976726,-3.976726,informed,none,0.000000,1,26.159945,21.754589,0.010000,21.744589
35,-4.716257,-8.277917,-11.277917,-5.277917,informed,buy_from_mm,-5.277917,0,20.882028,20.882028,0.000000,20.882028
36,-3.615325,-5.004922,-8.004922,-2.004922,noise,buy_from_mm,-2.004922,-1,18.877106,22.492432,0.010000,22.482432
37,-3.180420,-5.727177,-8.727177,-2.727177,informed,none,0.000000,-1,18.877106,22.057526,0.010000,22.047526
38,-3.855768,-7.842677,-10.842677,-4.842677,noise,none,0.000000,-1,18.877106,22.732874,0.010000,22.722874
39,-3.980641,-0.077707,-3.077707,2.922293,noise,none,0.000000,-1,18.877106,22.857747,0.010000,22.847747
40,-5.987590,-1.076056,-4.076056,1.923944,noise,none,0.000000,-1,18.877106,24.864697,0.010000,24.854697
41,-6.884441,-4.897349,-7.897349,-1.897349,noise,none,0.000000,-1,18.877106,25.761547,0.010000,25.751547
42,-6.678782,-5.428627,-8.428627,-2.428627,noise,none,0.000000,-1,18.877106,25.555888,0.010000,25.545888
43,-6.077626,-3.637322,-6.637322,-0.637322,noise,none,0.000000,-1,18.877106,24.954732,0.010000,24.944732
44,-6.232422,-8.338049,-11.338049,-5.338049,informed,none,0.000000,-1,18.877106,25.109528,0.010000,25.099528
45,-7.176207,-11.764156,-14.764156,-8.764156,noise,none,0.000000,-1,18.877106,26.053313,0.010000,26.043313
46,-7.314122,-5.388851,-8.388851,-2.388851,informed,none,0.000000,-1,18.877106,26.191228,0.010000,26.181228
47,-6.286809,-4.591396,-7.591396,-1.591396,noise,sell_to_mm,-7.591396,0,26.468502,26.468502,0.000000,26.468502
48,-6.150864,-8.821582,-11.821582,-5.821582,informed,none,0.000000,0,26.468502,26.468502,0.000000,26.468502
49,-7.334784,-12.049699,-15.049699,-9.049699,noise,none,0.000000,0,26.468502,26.468502,0.000000,26.468502
50,-9.070782,-10.729616,-13.729616,-7.729616,informed,none,0.000000,0,26.468502,26.468502,0.000000,26.468502
51,-9.245797,-11.556461,-14.556461,-8.556461,noise,none,0.000000,0,26.468502,26.468502,0.000000,26.468502
52,-9.205482,-15.192566,-18.192566,-12.192566,informed,buy_from_mm,-12.192566,-1,14.275936,23.481418,0.010000,23.471418
53,-9.726286,-5.332860,-8.332860,-2.332860,informed,sell_to_mm,-8.332860,0,22.608796,22.608796,0.000000,22.608796
54,-10.128105,-12.039949,-15.039949,-9.039949,noise,none,0.000000,0,22.608796,22.608796,0.000000,22.608796
55,-10.326064,-9.694179,-12.694179,-6.694179,noise,sell_to_mm,-12.694179,1,35.302975,24.976911,0.010000,24.966911
56,-10.437063,-11.489719,-14.489719,-8.489719,informed,none,0.000000,1,35.302975,24.865912,0.010000,24.855912
57,-10.267225,-14.126212,-17.126212,-11.126212,noise,none,0.000000,1,35.302975,25.035750,0.010000,25.025750
58,-10.291217,-17.725881,-20.725881,-14.725881,noise,sell_to_mm,-20.725881,2,56.028856,35.446422,0.040000,35.406422
59,-11.407969,-12.217225,-15.217225,-9.217225,noise,sell_to_mm,-15.217225,3,71.246081,37.022175,0.090000,36.932175
60,-9.944415,-9.922949,-12.922949,-6.922949,noise,none,0.000000,3,71.246081,41.412837,0.090000,41.322837
61,-8.071830,-10.775971,-13.775971,-7.775971,informed,none,0.000000,3,71.246081,47.030591,0.090000,46.940591
62,-8.002333,-4.290778,-7.290778,-1.290778,informed,sell_to_mm,-7.290778,4,78.536859,46.527529,0.160000,46.367529
63,-7.862499,-8.529055,-11.529055,-5.529055,noise,sell_to_mm,-11.529055,5,90.065914,50.753421,0.250000,50.503421
64,-8.716946,-7.189504,-10.189504,-4.189504,noise,sell_to_mm,-10.189504,6,100.255418,47.953742,0.360000,47.593742
65,-9.486958,-11.978954,-14.978954,-8.978954,noise,none,0.000000,6,100.255418,43.333669,0.360000,42.973669
66,-12.337146,-19.384925,-22.384925,-16.384925,noise,none,0.000000,6,100.255418,26.232542,0.360000,25.872542
67,-13.492290,-15.570796,-18.570796,-12.570796,informed,none,0.000000,6,100.255418,19.301681,0.360000,18.941681
68,-13.698502,-15.551260,-18.551260,-12.551260,noise,buy_from_mm,-12.551260,5,87.704158,19.211649,0.250000,18.961649
69,-15.182085,-21.047098,-24.047098,-18.047098,noise,sell_to_mm,-24.047098,6,111.751257,20.658748,0.360000,20.298748
70,-15.996254,-13.487267,-16.487267,-10.487267,informed,none,0.000000,6,111.751257,15.773732,0.360000,15.413732
71,-18.152147,-22.343637,-25.343637,-19.343637,noise,none,0.000000,6,111.751257,2.838372,0.360000,2.478372
72,-18.453411,-15.566329,-18.566329,-12.566329,noise,none,0.000000,6,111.751257,1.030793,0.360000,0.670793
73,-17.195235,-20.380738,-23.380738,-17.380738,noise,none,0.000000,6,111.751257,8.579844,0.360000,8.219844
74,-15.991890,-17.573469,-20.573469,-14.573469,informed,none,0.000000,6,111.751257,15.799917,0.360000,15.439917
75,-15.613254,-24.186721,-27.186721,-21.186721,informed,buy_from_mm,-21.186721,5,90.564535,12.498266,0.250000,12.248266
76,-16.249193,-18.490722,-21.490722,-15.490722,noise,sell_to_mm,-21.490722,6,112.055258,14.560097,0.360000,14.200097
77,-14.833257,-19.132995,-22.132995,-16.132995,noise,none,0.000000,6,112.055258,23.055719,0.360000,22.695719
78,-15.359397,-18.953075,-21.953075,-15.953075,informed,buy_from_mm,-15.953075,5,96.102183,19.305200,0.250000,19.055200
79,-15.690596,-17.989610,-20.989610,-14.989610,informed,none,0.000000,5,96.102183,17.649201,0.250000,17.399201
80,-16.474602,-19.925942,-22.925942,-16.925942,noise,none,0.000000,5,96.102183,13.729172,0.250000,13.479172
81,-16.883397,-13.189966,-16.189966,-10.189966,noise,none,0.000000,5,96.102183,11.685200,0.250000,11.435200
82,-16.712337,-21.228077,-24.228077,-18.228077,noise,buy_from_mm,-18.228077,4,77.874106,11.024759,0.160000,10.864759
83,-16.497606,-22.157527,-25.157527,-19.157527,informed,buy_from_mm,-19.157527,3,58.716579,9.223762,0.090000,9.133762
84,-15.165666,-12.539497,-15.539497,-9.539497,noise,none,0.000000,3,58.716579,13.219581,0.090000,13.129581
85,-14.538414,-6.521131,-9.521131,-3.521131,noise,none,0.000000,3,58.716579,15.101337,0.090000,15.011337
86,-13.879433,-19.735458,-22.735458,-16.735458,informed,buy_from_mm,-16.735458,2,41.981121,14.222254,0.040000,14.182254
87,-15.138585,-12.055383,-15.055383,-9.055383,informed,sell_to_mm,-15.055383,3,57.036504,11.620751,0.090000,11.530751
88,-15.900414,-12.160848,-15.160848,-9.160848,informed,sell_to_mm,-15.160848,4,72.197352,8.595695,0.160000,8.435695
89,-15.759361,-14.978217,-17.978217,-11.978217,noise,sell_to_mm,-17.978217,5,90.175569,11.378763,0.250000,11.128763
90,-14.272287,-9.592578,-12.592578,-6.592578,noise,none,0.000000,5,90.175569,18.814133,0.250000,18.564133
91,-12.596025,-16.135070,-19.135070,-13.135070,informed,buy_from_mm,-13.135070,4,77.040499,26.656400,0.160000,26.496400
92,-12.306429,-17.259355,-20.259355,-14.259355,noise,none,0.000000,4,77.040499,27.814782,0.160000,27.654782
93,-12.589683,-9.531870,-12.531870,-6.531870,informed,sell_to_mm,-12.531870,5,89.572369,26.623954,0.250000,26.373954
94,-10.932037,-10.054902,-13.054902,-7.054902,informed,none,0.000000,5,89.572369,34.912184,0.250000,34.662184
95,-9.126356,-4.435579,-7.435579,-1.435579,informed,sell_to_mm,-7.435579,6,97.007949,42.249810,0.360000,41.889810
96,-10.453285,-10.171251,-13.171251,-7.171251,noise,buy_from_mm,-7.171251,5,89.836697,37.570272,0.250000,37.320272
97,-10.408827,-4.279621,-7.279621,-1.279621,informed,sell_to_mm,-7.279621,6,97.116318,34.663357,0.360000,34.303357
98,-11.139353,-7.592786,-10.592786,-4.592786,noise,none,0.000000,6,97.116318,30.280199,0.360000,29.920199
99,-11.612530,-5.543138,-8.543138,-2.543138,noise,none,0.000000,6,97.116318,27.441141,0.360000,27.081141
100,-13.486129,-15.546349,-18.546349,-12.546349,noise,none,0.000000,6,97.116318,16.199547,0.360000,15.839547
101,-12.763111,-11.176495,-14.176495,-8.176495,noise,none,0.000000,6,97.116318,20.537655,0.360000,20.177655
102,-11.834445,-11.127028,-14.127028,-8.127028,informed,none,0.000000,6,97.116318,26.109649,0.360000,25.749649
103,-10.803662,-5.874646,-8.874646,-2.874646,noise,buy_from_mm,-2.874646,5,94.241673,40.223360,0.250000,39.973360
104,-10.736167,-12.891386,-15.891386,-9.891386,noise,sell_to_mm,-15.891386,6,110.133059,45.716058,0.360000,45.356058
105,-11.421022,-10.674627,-13.674627,-7.674627,informed,none,0.000000,6,110.133059,41.606925,0.360000,41.246925
106,-10.532475,-15.823295,-18.823295,-12.823295,informed,buy_from_mm,-12.823295,5,97.309764,44.647390,0.250000,44.397390
107,-11.921204,-15.294359,-18.294359,-12.294359,informed,buy_from_mm,-12.294359,4,85.015405,37.330591,0.160000,37.170591
108,-12.869808,-15.836417,-18.836417,-12.836417,informed,none,0.000000,4,85.015405,33.536172,0.160000,33.376172
109,-10.146154,-17.654969,-20.654969,-14.654969,informed,buy_from_mm,-14.654969,3,70.360436,39.921973,0.090000,39.831973
110,-10.024029,-20.848273,-23.848273,-17.848273,informed,buy_from_mm,-17.848273,2,52.512163,32.464104,0.040000,32.424104
111,-10.675019,-13.441201,-16.441201,-10.441201,noise,none,0.000000,2,52.512163,31.162125,0.040000,31.122125
112,-10.162400,-6.679759,-9.679759,-3.679759,informed,sell_to_mm,-9.679759,3,62.191922,31.704722,0.090000,31.614722
113,-10.857670,-12.818465,-15.818465,-9.818465,noise,sell_to_mm,-15.818465,4,78.010387,34.579708,0.160000,34.419708
114,-11.687640,-13.691138,-16.691138,-10.691138,informed,none,0.000000,4,78.010387,31.259825,0.160000,31.099825
115,-10.985664,-18.081488,-21.081488,-15.081488,noise,none,0.000000,4,78.010387,34.067732,0.160000,33.907732
116,-10.911778,-7.604649,-10.604649,-4.604649,noise,buy_from_mm,-4.604649,3,73.405738,40.670405,0.090000,40.580405
117,-10.462668,-9.276314,-12.276314,-6.276314,informed,none,0.000000,3,73.405738,42.017735,0.090000,41.927735
118,-9.193677,-7.512410,-10.512410,-4.512410,noise,none,0.000000,3,73.405738,45.824708,0.090000,45.734708
119,-10.297474,-16.314724,-19.314724,-13.314724,noise,none,0.000000,3,73.405738,42.513316,0.090000,42.423316
120,-9.090299,-15.448418,-18.448418,-12.448418,informed,buy_from_mm,-12.448418,2,60.957320,42.776723,0.040000,42.736723
121,-8.101508,-8.382810,-11.382810,-5.382810,noise,none,0.000000,2,60.957320,44.754304,0.040000,44.714304
122,-9.333360,-6.226538,-9.226538,-3.226538,noise,none,0.000000,2,60.957320,42.290601,0.040000,42.250601
123,-9.620274,-11.938202,-14.938202,-8.938202,noise,none,0.000000,2,60.957320,41.716773,0.040000,41.676773
124,-9.721622,-10.715469,-13.715469,-7.715469,noise,none,0.000000,2,60.957320,41.514077,0.040000,41.474077
125,-9.806371,-11.804849,-14.804849,-8.804849,noise,none,0.000000,2,60.957320,41.344579,0.040000,41.304579
126,-10.681362,-12.306735,-15.306735,-9.306735,noise,none,0.000000,2,60.957320,39.594596,0.040000,39.554596
127,-10.442570,-9.240054,-12.240054,-6.240054,noise,sell_to_mm,-12.240054,3,73.197374,41.869665,0.090000,41.779665
128,-9.777894,-13.108867,-16.108867,-10.108867,informed,buy_from_mm,-10.108867,2,63.088507,43.532720,0.040000,43.492720
129,-9.980709,-9.250676,-12.250676,-6.250676,noise,buy_from_mm,-6.250676,1,56.837831,46.857122,0.010000,46.847122
130,-9.807159,-6.224094,-9.224094,-3.224094,noise,none,0.000000,1,56.837831,47.030672,0.010000,47.020672
131,-12.462228,-8.420291,-11.420291,-5.420291,informed,sell_to_mm,-11.420291,2,68.258121,43.333665,0.040000,43.293665
132,-10.898737,-7.961350,-10.961350,-4.961350,noise,buy_from_mm,-4.961350,1,63.296771,52.398035,0.010000,52.388035
133,-10.524277,-15.162395,-18.162395,-12.162395,noise,none,0.000000,1,63.296771,52.772494,0.010000,52.762494
134,-9.748502,-15.626712,-18.626712,-12.626712,informed,buy_from_mm,-12.626712,0,50.670059,50.670059,0.000000,50.670059
135,-8.584167,-11.006678,-14.006678,-8.006678,noise,buy_from_mm,-8.006678,-1,42.663381,51.247548,0.010000,51.237548
136,-5.665456,-1.383704,-4.383704,1.616296,informed,sell_to_mm,-4.383704,0,47.047085,47.047085,0.000000,47.047085
137,-5.550601,-7.410001,-10.410001,-4.410001,informed,none,0.000000,0,47.047085,47.047085,0.000000,47.047085
138,-5.518014,-12.447025,-15.447025,-9.447025,informed,buy_from_mm,-9.447025,-1,37.600059,43.118074,0.010000,43.108074
139,-5.818364,-17.491937,-20.491937,-14.491937,informed,buy_from_mm,-14.491937,-2,23.108123,34.744851,0.040000,34.704851
140,-6.338836,-4.563990,-7.563990,-1.563990,noise,none,0.000000,-2,23.108123,35.785794,0.040000,35.745794
141,-7.760832,-2.940228,-5.940228,0.059772,noise,none,0.000000,-2,23.108123,38.629787,0.040000,38.589787
142,-8.571755,-11.805899,-14.805899,-8.805899,noise,none,0.000000,-2,23.108123,40.251632,0.040000,40.211632
143,-9.822422,-11.953268,-14.953268,-8.953268,noise,none,0.000000,-2,23.108123,42.752966,0.040000,42.712966
144,-9.605744,-9.494850,-12.494850,-6.494850,informed,none,0.000000,-2,23.108123,42.319611,0.040000,42.279611
145,-9.047812,-5.439360,-8.439360,-2.439360,noise,sell_to_mm,-8.439360,-1,31.547483,40.595295,0.010000,40.585295
146,-10.167491,-4.401406,-7.401406,-1.401406,informed,sell_to_mm,-7.401406,0,38.948889,38.948889,0.000000,38.948889
147,-11.730111,-5.047945,-8.047945,-2.047945,informed,sell_to_mm,-8.047945,1,46.996834,35.266723,0.010000,35.256723
148,-11.960066,-17.022586,-20.022586,-14.022586,informed,buy_from_mm,-14.022586,0,32.974248,32.974248,0.000000,32.974248
149,-10.467182,-12.092670,-15.092670,-9.092670,noise,none,0.000000,0,32.974248,32.974248,0.000000,32.974248
150,-11.467406,-14.520535,-17.520535,-11.520535,noise,none,0.000000,0,32.974248,32.974248,0.000000,32.974248
151,-11.296308,-9.315336,-12.315336,-6.315336,informed,none,0.000000,0,32.974248,32.974248,0.000000,32.974248
152,-11.287554,-6.970795,-9.970795,-3.970795,informed,sell_to_mm,-9.970795,1,42.945044,31.657490,0.010000,31.647490
153,-10.473075,-13.119489,-16.119489,-10.119489,noise,sell_to_mm,-16.119489,2,59.064532,38.118383,0.040000,38.078383
154,-9.539335,-7.360363,-10.360363,-4.360363,noise,none,0.000000,2,59.064532,39.985863,0.040000,39.945863
155,-9.627893,-6.092772,-9.092772,-3.092772,noise,buy_from_mm,-3.092772,1,55.971761,46.343868,0.010000,46.333868
156,-8.671639,-6.946059,-9.946059,-3.946059,informed,none,0.000000,1,55.971761,47.300122,0.010000,47.290122
157,-9.610562,-13.812053,-16.812053,-10.812053,noise,sell_to_mm,-16.812053,2,72.783813,53.562690,0.040000,53.522690
158,-9.111232,-14.356977,-17.356977,-11.356977,noise,sell_to_mm,-17.356977,3,90.140791,62.807095,0.090000,62.717095
159,-9.853977,-9.849945,-12.849945,-6.849945,noise,none,0.000000,3,90.140791,60.578861,0.090000,60.488861
160,-10.250152,-2.549940,-5.549940,0.450060,noise,none,0.000000,3,90.140791,59.390336,0.090000,59.300336
161,-11.120625,-12.045974,-15.045974,-9.045974,informed,none,0.000000,3,90.140791,56.778917,0.090000,56.688917
162,-11.683717,-11.754719,-14.754719,-8.754719,noise,none,0.000000,3,90.140791,55.089640,0.090000,54.999640
163,-11.383032,-6.226269,-9.226269,-3.226269,noise,none,0.000000,3,90.140791,55.991694,0.090000,55.901694
