t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,-0.610252,1.406040,0.406040,2.406040,informed,sell_to_mm,0.406040,1,-0.406040,-1.016292,0.010000,-1.026292
2,-1.714865,-3.442438,-4.452438,-2.452438,noise,none,0.000000,1,-0.406040,-2.120905,0.010000,-2.130905
3,-5.353553,-8.428418,-9.438418,-7.438418,informed,buy_from_mm,-7.438418,0,-7.844458,-7.844458,0.000000,-7.844458
4,-5.320672,-5.973599,-6.973599,-4.973599,noise,buy_from_mm,-4.973599,-1,-12.818057,-7.497386,0.010000,-7.507386
5,-4.111629,-3.966005,-4.956005,-2.956005,noise,none,0.000000,-1,-12.818057,-8.706428,0.010000,-8.716428
6,-1.387824,0.406127,-0.583873,1.416127,noise,none,0.000000,-1,-12.818057,-11.430234,0.010000,-11.440234
7,-2.732656,-5.350947,-6.340947,-4.340947,informed,buy_from_mm,-4.340947,-2,-17.159004,-11.693692,0.040000,-11.733692
8,-2.649497,-4.762859,-5.742859,-3.742859,noise,none,0.000000,-2,-17.159004,-11.860010,0.040000,-11.900010
9,-3.919103,-3.313563,-4.293563,-2.293563,noise,none,0.000000,-2,-17.159004,-9.320797,0.040000,-9.360797
10,-5.601688,-6.105986,-7.085986,-5.085986,noise,none,0.000000,-2,-17.159004,-5.955629,0.040000,-5.995629
11,-8.044274,-5.265601,-6.245601,-4.245601,noise,none,0.000000,-2,-17.159004,-1.070455,0.040000,-1.110455
12,-7.023383,-10.998408,-11.978408,-9.978408,noise,none,0.000000,-2,-17.159004,-3.112237,0.040000,-3.152237
13,-6.964946,-7.461365,-8.441365,-6.441365,informed,none,0.000000,-2,-17.159004,-3.229112,0.040000,-3.269112
14,-8.022521,-10.844386,-11.824386,-9.824386,informed,buy_from_mm,-9.824386,-3,-26.983390,-2.915826,0.090000,-3.005826
15,-6.691191,-4.073869,-5.043869,-3.043869,noise,sell_to_mm,-5.043869,-2,-21.939521,-8.557140,0.040000,-8.597140
16,-6.594870,-3.254907,-4.234907,-2.234907,noise,none,0.000000,-2,-21.939521,-8.749781,0.040000,-8.789781
17,-7.984819,-5.511751,-6.491751,-4.491751,noise,none,0.000000,-2,-21.939521,-5.969883,0.040000,-6.009883
18,-7.020983,-9.054911,-10.034911,-8.034911,informed,buy_from_mm,-8.034911,-3,-29.974432,-8.911483,0.090000,-9.001483
19,-5.650122,-4.567085,-5.537085,-3.537085,informed,sell_to_mm,-5.537085,-2,-24.437347,-13.137103,0.040000,-13.177103
20,-5.166223,-8.042818,-9.022818,-7.022818,noise,none,0.000000,-2,-24.437347,-14.104901,0.040000,-14.144901
21,-5.477186,-6.897874,-7.877874,-5.877874,noise,none,0.000000,-2,-24.437347,-13.482976,0.040000,-13.522976
22,-5.938677,-6.229822,-7.209822,-5.209822,noise,sell_to_mm,-7.209822,-1,-17.227525,-11.288849,0.010000,-11.298849
23,-5.473328,-6.431526,-7.421526,-5.421526,informed,none,0.000000,-1,-17.227525,-11.754198,0.010000,-11.764198
24,-5.055270,-8.107585,-9.097585,-7.097585,informed,buy_from_mm,-7.097585,-2,-24.325110,-14.214571,0.040000,-14.254571
25,-5.607002,-7.098384,-8.078384,-6.078384,noise,none,0.000000,-2,-24.325110,-13.111106,0.040000,-13.151106
26,-7.737326,-9.098457,-10.078457,-8.078457,informed,buy_from_mm,-8.078457,-3,-32.403567,-9.191589,0.090000,-9.281589
27,-6.969480,-3.803651,-4.773651,-2.773651,informed,sell_to_mm,-4.773651,-2,-27.629916,-13.690956,0.040000,-13.730956
28,-6.826357,-6.863211,-7.843211,-5.843211,informed,none,0.000000,-2,-27.629916,-13.977203,0.040000,-14.017203
29,-6.034569,-6.747724,-7.727724,-5.727724,informed,none,0.000000,-2,-27.629916,-15.560778,0.040000,-15.600778
30,-5.412733,-5.975134,-6.955134,-4.955134,noise,none,0.000000,-2,-27.629916,-16.804451,0.040000,-16.844451
31,-4.929939,-5.580158,-6.560158,-4.560158,noise,buy_from_mm,-4.560158,-3,-32.190075,-17.400257,0.090000,-17.490257
