noise,optimal_spread,predicted_edge_per_round
0.5,0.9353891398529581,0.17722158281321
1.0,1.3335027868240812,0.12674781869174995
2.0,3.9361715664473156,0.005866087523826696
4.0,32.203914680371255,1.2156055423376012e-16
