t,true_value,signal,bid,ask,trader_type,trade_side,trade_price,inventory,cash,pnl_mark_to_true,inv_penalty,risk_adj_pnl
1,-0.142081,0.538589,-0.461411,1.538589,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
2,-1.235107,-1.371350,-2.371350,-0.371350,noise,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
3,-0.638048,-0.596365,-1.596365,0.403635,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
4,-0.783114,-0.412700,-1.412700,0.587300,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
5,-1.718964,-1.911219,-2.911219,-0.911219,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
6,-0.949104,-1.010493,-2.010493,-0.010493,noise,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
7,-2.507013,-1.779801,-2.779801,-0.779801,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
8,0.662423,-0.441764,-1.441764,0.558236,noise,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
9,-0.373164,-0.652054,-1.652054,0.347946,informed,none,0.000000,0,0.000000,0.000000,0.000000,0.000000
10,-1.849837,-1.022375,-2.022375,-0.022375,noise,buy_from_mm,-0.022375,-1,-0.022375,1.827462,0.010000,1.817462
11,-0.420930,-1.010748,-2.010748,-0.010748,informed,none,0.000000,-1,-0.022375,0.398555,0.010000,0.388555
12,0.335008,0.648168,-0.351832,1.648168,noise,none,0.000000,-1,-0.022375,-0.357383,0.010000,-0.367383
13,0.245252,0.235935,-0.764065,1.235935,informed,none,0.000000,-1,-0.022375,-0.267627,0.010000,-0.277627
14,0.931125,0.857497,-0.142503,1.857497,noise,none,0.000000,-1,-0.022375,-0.953500,0.010000,-0.963500
15,-0.605771,-0.818095,-1.818095,0.181905,informed,none,0.000000,-1,-0.022375,0.583396,0.010000,0.573396
16,-1.329918,-0.527992,-1.527992,0.472008,noise,buy_from_mm,0.472008,-2,0.449633,3.109468,0.040000,3.069468
17,0.058389,0.827755,-0.172245,1.827755,noise,none,0.000000,-2,0.449633,0.332854,0.040000,0.292854
18,2.395679,2.677506,1.677506,3.677506,noise,none,0.000000,-2,0.449633,-4.341725,0.040000,-4.381725
19,2.579553,2.794910,1.794910,3.794910,noise,none,0.000000,-2,0.449633,-4.709474,0.040000,-4.749474
20,2.520562,2.034009,1.034009,3.034009,informed,none,0.000000,-2,0.449633,-4.591492,0.040000,-4.631492
21,0.234143,-0.506699,-1.506699,0.493301,noise,sell_to_mm,-1.506699,-1,1.956332,1.722190,0.010000,1.712190
22,-2.326650,-2.905804,-3.905804,-1.905804,noise,none,0.000000,-1,1.956332,4.282982,0.010000,4.272982
23,-4.101911,-3.578237,-4.578237,-2.578237,noise,none,0.000000,-1,1.956332,6.058244,0.010000,6.048244
24,-4.627088,-3.990394,-4.990394,-2.990394,noise,none,0.000000,-1,1.956332,6.583420,0.010000,6.573420
25,-5.820836,-5.937211,-6.937211,-4.937211,noise,buy_from_mm,-4.937211,-2,-2.980878,8.660794,0.040000,8.620794
26,-6.497680,-6.326751,-7.326751,-5.326751,informed,none,0.000000,-2,-2.980878,10.014482,0.040000,9.974482
27,-6.339098,-6.914904,-7.914904,-5.914904,informed,none,0.000000,-2,-2.980878,9.697318,0.040000,9.657318
28,-7.116887,-7.631206,-8.631206,-6.631206,noise,none,0.000000,-2,-2.980878,11.252895,0.040000,11.212895
29,-7.816282,-8.449017,-9.449017,-7.449017,noise,buy_from_mm,-7.449017,-3,-10.429895,13.018951,0.090000,12.928951
30,-8.047692,-8.469649,-9.469649,-7.469649,informed,none,0.000000,-3,-10.429895,13.713180,0.090000,13.623180
31,-5.862144,-6.087561,-7.087561,-5.087561,informed,none,0.000000,-3,-10.429895,7.156537,0.090000,7.066537
32,-5.219851,-5.512717,-6.512717,-4.512717,informed,none,0.000000,-3,-10.429895,5.229659,0.090000,5.139659
33,-5.518319,-6.133460,-7.133460,-5.133460,noise,buy_from_mm,-5.133460,-4,-15.563355,6.509921,0.160000,6.349921
34,-5.494724,-4.858307,-5.858307,-3.858307,informed,none,0.000000,-4,-15.563355,6.415540,0.160000,6.255540
