file,strategy,noise,run,final_pnl,final_risk_adj_pnl,max_abs_inventory,num_trades,avg_edge_per_trade
data/fixed_noise_4_run_6.csv,fixed,4.0,6,-1290.659479,-1299.069479,32,1017,-1.368116975417896
data/fixed_noise_4_run_7.csv,fixed,4.0,7,-1071.508304,-1071.758304,22,979,-1.3225614228804914
data/fixed_noise_4_run_8.csv,fixed,4.0,8,-2418.75634,-2432.44634,46,1007,-1.4090981717974178
data/fixed_noise_4_run_9.csv,fixed,4.0,9,-1201.47548,-1223.56548,53,1013,-1.575499940769991
data/skew_noise_0.5_run_1.csv,skew,0.5,1,257.454189,257.364189,10,385,0.8967489844155839
data/skew_noise_0.5_run_10.csv,skew,0.5,10,-276.112783,-279.722783,23,409,0.8170075941320298
data/skew_noise_0.5_run_11.csv,skew,0.5,11,341.763436,338.153436,25,391,0.8838326470588239
data/skew_noise_0.5_run_12.csv,skew,0.5,12,525.822691,525.572691,16,377,0.8937084509283817
data/skew_noise_0.5_run_13.csv,skew,0.5,13,642.476067,640.516067,14,396,0.8662062727272727
data/skew_noise_0.5_run_14.csv,skew,0.5,14,-160.106712,-161.106712,26,402,0.8499162189054733
data/skew_noise_0.5_run_15.csv,skew,0.5,15,869.314806,867.354806,20,402,0.8969981592039802
data/skew_noise_0.5_run_16.csv,skew,0.5,16,-116.625303,-116.665303,17,382,0.8695722696335084
data/skew_noise_0.5_run_17.csv,skew,0.5,17,601.030891,600.670891,13,372,0.8404884489247308
data/skew_noise_0.5_run_18.csv,skew,0.5,18,813.73355,812.73355,16,406,0.8838341576354682
data/skew_noise_0.5_run_19.csv,skew,0.5,19,-30.189054,-30.229054,15,400,0.8970346324999994
data/skew_noise_0.5_run_2.csv,skew,0.5,2,-191.747453,-193.997453,30,413,0.8691546101694912
data/skew_noise_0.5_run_20.csv,skew,0.5,20,934.578607,930.578607,27,416,0.8929380552884623
data/skew_noise_0.5_run_21.csv,skew,0.5,21,403.865088,403.825088,10,376,0.9212857632978718
data/skew_noise_0.5_run_22.csv,skew,0.5,22,608.257112,607.617112,19,376,0.8822341196808505
data/skew_noise_0.5_run_23.csv,skew,0.5,23,49.462715,49.212715,14,407,0.8982340098280097
data/skew_noise_0.5_run_24.csv,skew,0.5,24,197.310746,197.310746,12,444,0.8582752274774782
data/skew_noise_0.5_run_25.csv,skew,0.5,25,229.993234,229.983234,16,419,0.8842208257756566
data/skew_noise_0.5_run_26.csv,skew,0.5,26,956.116235,953.866235,19,433,0.8935068614318712
data/skew_noise_0.5_run_27.csv,skew,0.5,27,952.503838,952.013838,21,409,0.8286425672371637
data/skew_noise_0.5_run_28.csv,skew,0.5,28,224.894327,224.534327,14,382,0.9010228350785338
data/skew_noise_0.5_run_29.csv,skew,0.5,29,631.061213,630.251213,14,381,0.8879385800524932
data/skew_noise_0.5_run_3.csv,skew,0.5,3,-464.912593,-466.122593,35,413,0.8614217433414048
data/skew_noise_0.5_run_30.csv,skew,0.5,30,513.896421,513.646421,12,385,0.9196733116883119
data/skew_noise_0.5_run_31.csv,skew,0.5,31,365.422643,364.612643,16,409,0.8616688728606366
data/skew_noise_0.5_run_32.csv,skew,0.5,32,465.777872,465.777872,14,414,0.8141104299516911
data/skew_noise_0.5_run_33.csv,skew,0.5,33,1331.863935,1331.373935,20,441,0.8531526848072564
data/skew_noise_0.5_run_34.csv,skew,0.5,34,392.631798,392.631798,11,426,0.8780825422535214
data/skew_noise_0.5_run_35.csv,skew,0.5,35,132.84686,132.83686,20,409,0.8594153618581912
data/skew_noise_0.5_run_36.csv,skew,0.5,36,1213.584637,1213.574637,24,417,0.8559353788968824
data/skew_noise_0.5_run_37.csv,skew,0.5,37,394.55832,394.19832,14,364,0.8669860934065933
data/skew_noise_0.5_run_38.csv,skew,0.5,38,109.11151,108.62151,19,407,0.8602451179361192
data/skew_noise_0.5_run_39.csv,skew,0.5,39,152.136086,149.246086,18,411,0.8981499002433089
data/skew_noise_0.5_run_4.csv,skew,0.5,4,265.95244,263.39244,17,418,0.9411182535885168
data/skew_noise_0.5_run_40.csv,skew,0.5,40,211.77898,211.28898,21,373,0.8368773967828413
data/skew_noise_0.5_run_41.csv,skew,0.5,41,588.709648,588.669648,18,414,0.9053352898550725
data/skew_noise_0.5_run_42.csv,skew,0.5,42,264.671206,264.421206,7,415,0.9057149108433725
data/skew_noise_0.5_run_43.csv,skew,0.5,43,292.66265,290.70265,15,382,0.8954147748691098
data/skew_noise_0.5_run_44.csv,skew,0.5,44,297.393723,296.903723,17,387,0.8555707958656337
data/skew_noise_0.5_run_45.csv,skew,0.5,45,410.78306,409.57306,19,397,0.9128176977329969
data/skew_noise_0.5_run_46.csv,skew,0.5,46,515.188401,508.938401,33,415,0.8957973590361447
data/skew_noise_0.5_run_47.csv,skew,0.5,47,483.491012,483.481012,12,397,0.8665716624685139
data/skew_noise_0.5_run_48.csv,skew,0.5,48,1185.773266,1184.773266,19,414,0.8206240748792265
data/skew_noise_0.5_run_49.csv,skew,0.5,49,550.109442,549.949442,13,398,0.8858887035175876
data/skew_noise_0.5_run_5.csv,skew,0.5,5,411.640856,411.630856,14,401,0.8892188129675801
data/skew_noise_0.5_run_50.csv,skew,0.5,50,499.423409,498.613409,21,409,0.8851311100244506
data/skew_noise_0.5_run_6.csv,skew,0.5,6,43.169057,42.169057,11,390,0.9258239230769227
data/skew_noise_0.5_run_7.csv,skew,0.5,7,312.595948,312.505948,14,417,0.9166131318944838
data/skew_noise_0.5_run_8.csv,skew,0.5,8,262.494768,261.284768,23,411,0.8819190097323607
data/skew_noise_0.5_run_9.csv,skew,0.5,9,407.647159,406.437159,19,395,0.8661709848101261
data/skew_noise_1_run_1.csv,skew,1.0,1,227.172628,227.162628,10,609,0.3604606239737272
data/skew_noise_1_run_10.csv,skew,1.0,10,-255.655181,-256.865181,20,627,0.26814422009569383
data/skew_noise_1_run_11.csv,skew,1.0,11,222.122786,219.562786,27,590,0.3792007610169494
data/skew_noise_1_run_12.csv,skew,1.0,12,412.09514,411.73514,20,582,0.36935867525773197
data/skew_noise_1_run_13.csv,skew,1.0,13,491.595294,489.905294,15,605,0.3533450132231406
data/skew_noise_1_run_14.csv,skew,1.0,14,-105.380757,-105.420757,23,622,0.32343733601286206
data/skew_noise_1_run_15.csv,skew,1.0,15,732.006223,730.316223,18,641,0.3701177051482058
data/skew_noise_1_run_16.csv,skew,1.0,16,-265.163336,-265.413336,16,615,0.3196230813008129
